skill_code,base_skill_code,skill_name,skill_family,skill_theme,skill_type,environment,environment_code,tidal_regime,tidal_code,timescale,timescale_code,spatial_scale,spatial_code,data_modality,primary_output,hazard_focus,wave_exposure_typical,sediment_balance_typical,method_stage,family_order,skill_order,environment_order,tide_order,timescale_order,spatial_order,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,node_value,spatial_letter,family_letter,skill_letter,environment_letter,skill_name_short,short_code,short_code_label,legend_skill,legend_environment,legend_spatial,legend_family,skill_family_display,skill_name_display,environment_display,outer_code_display
UQ1.IN.ME.EV.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,meso,ME,event,EV,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,2,1,1,site,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,SUAI,,,1,S,U,A,I,A,SUAI,SUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,S = site,U = Uncertainty & scenarios,U,A,I,SUAI
UQ1.IN.ME.EV.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,meso,ME,event,EV,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,2,1,4,regional,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,RUAI,,,1,R,U,A,I,A,RUAI,RUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,R = regional,U = Uncertainty & scenarios,U,A,I,RUAI
UQ1.IN.ME.DE.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,meso,ME,decadal,DE,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,2,4,1,site,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,SUAI,,,1,S,U,A,I,A,SUAI,SUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,S = site,U = Uncertainty & scenarios,U,A,I,SUAI
UQ1.IN.ME.DE.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,meso,ME,decadal,DE,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,2,4,4,regional,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,RUAI,,,1,R,U,A,I,A,RUAI,RUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,R = regional,U = Uncertainty & scenarios,U,A,I,RUAI
UQ1.IN.MA.EV.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,macro,MA,event,EV,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,3,1,1,site,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,SUAI,,,1,S,U,A,I,A,SUAI,SUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,S = site,U = Uncertainty & scenarios,U,A,I,SUAI
UQ1.IN.MA.EV.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,macro,MA,event,EV,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,3,1,4,regional,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,RUAI,,,1,R,U,A,I,A,RUAI,RUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,R = regional,U = Uncertainty & scenarios,U,A,I,RUAI
UQ1.IN.MA.DE.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,macro,MA,decadal,DE,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,3,4,1,site,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,SUAI,,,1,S,U,A,I,A,SUAI,SUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,S = site,U = Uncertainty & scenarios,U,A,I,SUAI
UQ1.IN.MA.DE.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,tidal inlet / sand spit / river mouth,IN,macro,MA,decadal,DE,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,4,3,4,4,regional,Uncertainty & scenarios,tidal inlet / sand spit / river mouth,RUAI,,,1,R,U,A,I,A,RUAI,RUAI,"A = Ensemble modelling, calibration and uncertainty quantification",I = tidal inlet / sand spit / river mouth,R = regional,U = Uncertainty & scenarios,U,A,I,RUAI
UQ1.EL.MI.EV.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,micro,MI,event,EV,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,1,1,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.MI.EV.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,micro,MI,event,EV,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,1,1,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
UQ1.EL.MI.DE.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,micro,MI,decadal,DE,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,1,4,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.MI.DE.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,1,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
UQ1.EL.ME.EV.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,meso,ME,event,EV,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,2,1,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.ME.EV.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,meso,ME,event,EV,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,2,1,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
UQ1.EL.ME.DE.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,meso,ME,decadal,DE,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,2,4,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.ME.DE.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,meso,ME,decadal,DE,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,2,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
UQ1.EL.MA.EV.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,macro,MA,event,EV,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,3,1,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.MA.EV.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,macro,MA,event,EV,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,3,1,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
UQ1.EL.MA.DE.SI,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,macro,MA,decadal,DE,site,SI,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,3,4,1,site,Uncertainty & scenarios,estuary / lagoon,SUAE,,,1,S,U,A,E,A,SUAE,SUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,S = site,U = Uncertainty & scenarios,U,A,E,SUAE
UQ1.EL.MA.DE.RG,UQ1,"Ensemble modelling, calibration and uncertainty quantification",Uncertainty & scenarios,Uncertainty quantification,cross-cutting,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,ensemble / statistical inference,predictive intervals / posterior parameter ranges / ensemble spread,cross-cutting,any,any,analysis,4,1,5,3,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUAE,,,1,R,U,A,E,A,RUAE,RUAE,"A = Ensemble modelling, calibration and uncertainty quantification",E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,A,E,RUAE
SCN1.SB.MI.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,micro,MI,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,1,4,3,subregional,Uncertainty & scenarios,sandy beach,EUFS,,,1,E,U,F,S,F,EUFS,EUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,E = subregional / embayment,U = Uncertainty & scenarios,U,F,S,EUFS
SCN1.SB.MI.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,micro,MI,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,1,4,4,regional,Uncertainty & scenarios,sandy beach,RUFS,,,1,R,U,F,S,F,RUFS,RUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,R = regional,U = Uncertainty & scenarios,U,F,S,RUFS
SCN1.SB.ME.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,meso,ME,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,2,4,3,subregional,Uncertainty & scenarios,sandy beach,EUFS,,,1,E,U,F,S,F,EUFS,EUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,E = subregional / embayment,U = Uncertainty & scenarios,U,F,S,EUFS
SCN1.SB.ME.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,meso,ME,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,2,4,4,regional,Uncertainty & scenarios,sandy beach,RUFS,,,1,R,U,F,S,F,RUFS,RUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,R = regional,U = Uncertainty & scenarios,U,F,S,RUFS
SCN1.SB.MA.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,macro,MA,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,3,4,3,subregional,Uncertainty & scenarios,sandy beach,EUFS,,,1,E,U,F,S,F,EUFS,EUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,E = subregional / embayment,U = Uncertainty & scenarios,U,F,S,EUFS
SCN1.SB.MA.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,sandy beach,SB,macro,MA,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,1,3,4,4,regional,Uncertainty & scenarios,sandy beach,RUFS,,,1,R,U,F,S,F,RUFS,RUFS,F = Sea-level rise and climate scenario stress-testing,S = sandy beach,R = regional,U = Uncertainty & scenarios,U,F,S,RUFS
SCN1.BI.MI.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,micro,MI,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,1,4,3,subregional,Uncertainty & scenarios,barrier island,EUFB,,,1,E,U,F,B,F,EUFB,EUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,E = subregional / embayment,U = Uncertainty & scenarios,U,F,B,EUFB
SCN1.BI.MI.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,micro,MI,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,1,4,4,regional,Uncertainty & scenarios,barrier island,RUFB,,,1,R,U,F,B,F,RUFB,RUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,R = regional,U = Uncertainty & scenarios,U,F,B,RUFB
SCN1.BI.ME.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,meso,ME,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,2,4,3,subregional,Uncertainty & scenarios,barrier island,EUFB,,,1,E,U,F,B,F,EUFB,EUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,E = subregional / embayment,U = Uncertainty & scenarios,U,F,B,EUFB
SCN1.BI.ME.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,meso,ME,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,2,4,4,regional,Uncertainty & scenarios,barrier island,RUFB,,,1,R,U,F,B,F,RUFB,RUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,R = regional,U = Uncertainty & scenarios,U,F,B,RUFB
SCN1.BI.MA.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,macro,MA,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,3,4,3,subregional,Uncertainty & scenarios,barrier island,EUFB,,,1,E,U,F,B,F,EUFB,EUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,E = subregional / embayment,U = Uncertainty & scenarios,U,F,B,EUFB
SCN1.BI.MA.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,barrier island,BI,macro,MA,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,3,3,4,4,regional,Uncertainty & scenarios,barrier island,RUFB,,,1,R,U,F,B,F,RUFB,RUFB,F = Sea-level rise and climate scenario stress-testing,B = barrier island,R = regional,U = Uncertainty & scenarios,U,F,B,RUFB
SCN1.EL.MI.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,micro,MI,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,1,4,3,subregional,Uncertainty & scenarios,estuary / lagoon,EUFE,,,1,E,U,F,E,F,EUFE,EUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,E = subregional / embayment,U = Uncertainty & scenarios,U,F,E,EUFE
SCN1.EL.MI.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,1,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUFE,,,1,R,U,F,E,F,RUFE,RUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,F,E,RUFE
SCN1.EL.ME.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,meso,ME,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,2,4,3,subregional,Uncertainty & scenarios,estuary / lagoon,EUFE,,,1,E,U,F,E,F,EUFE,EUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,E = subregional / embayment,U = Uncertainty & scenarios,U,F,E,EUFE
SCN1.EL.ME.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,meso,ME,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,2,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUFE,,,1,R,U,F,E,F,RUFE,RUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,F,E,RUFE
SCN1.EL.MA.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,macro,MA,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,3,4,3,subregional,Uncertainty & scenarios,estuary / lagoon,EUFE,,,1,E,U,F,E,F,EUFE,EUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,E = subregional / embayment,U = Uncertainty & scenarios,U,F,E,EUFE
SCN1.EL.MA.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,5,3,4,4,regional,Uncertainty & scenarios,estuary / lagoon,RUFE,,,1,R,U,F,E,F,RUFE,RUFE,F = Sea-level rise and climate scenario stress-testing,E = estuary / lagoon,R = regional,U = Uncertainty & scenarios,U,F,E,RUFE
SCN1.DE.MI.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,deltaic shoreline,DE,micro,MI,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,1,4,3,subregional,Uncertainty & scenarios,deltaic shoreline,EUFL,,,1,E,U,F,L,F,EUFL,EUFL,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,E = subregional / embayment,U = Uncertainty & scenarios,U,F,L,EUFL
SCN1.DE.MI.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,delta,DE,micro,MI,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,1,4,4,regional,Uncertainty & scenarios,delta,RUFD,,,1,R,U,F,D,F,RUFD,RUFD,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,R = regional,U = Uncertainty & scenarios,U,F,D,RUFD
SCN1.DE.ME.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,delta,DE,meso,ME,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,2,4,3,subregional,Uncertainty & scenarios,delta,EUFD,,,1,E,U,F,D,F,EUFD,EUFD,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,E = subregional / embayment,U = Uncertainty & scenarios,U,F,D,EUFD
SCN1.DE.ME.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,delta,DE,meso,ME,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,2,4,4,regional,Uncertainty & scenarios,delta,RUFD,,,1,R,U,F,D,F,RUFD,RUFD,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,R = regional,U = Uncertainty & scenarios,U,F,D,RUFD
SCN1.DE.MA.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,delta,DE,macro,MA,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,3,4,3,subregional,Uncertainty & scenarios,delta,EUFD,,,1,E,U,F,D,F,EUFD,EUFD,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,E = subregional / embayment,U = Uncertainty & scenarios,U,F,D,EUFD
SCN1.DE.MA.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,delta,DE,macro,MA,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,6,3,4,4,regional,Uncertainty & scenarios,delta,RUFD,,,1,R,U,F,D,F,RUFD,RUFD,F = Sea-level rise and climate scenario stress-testing,D = deltaic shoreline,R = regional,U = Uncertainty & scenarios,U,F,D,RUFD
SCN1.CL.MI.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,cliffs,CL,micro,MI,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,8,1,4,3,subregional,Uncertainty & scenarios,cliffs,EUFC,,,1,E,U,F,C,F,EUFC,EUFC,F = Sea-level rise and climate scenario stress-testing,C = cliffs,E = subregional / embayment,U = Uncertainty & scenarios,U,F,C,EUFC
SCN1.CL.MI.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,cliffs,CL,micro,MI,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,8,1,4,4,regional,Uncertainty & scenarios,cliffs,RUFC,,,1,R,U,F,C,F,RUFC,RUFC,F = Sea-level rise and climate scenario stress-testing,C = cliffs,R = regional,U = Uncertainty & scenarios,U,F,C,RUFC
SCN1.CL.ME.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,cliffs,CL,meso,ME,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,8,2,4,3,subregional,Uncertainty & scenarios,cliffs,EUFC,,,1,E,U,F,C,F,EUFC,EUFC,F = Sea-level rise and climate scenario stress-testing,C = cliffs,E = subregional / embayment,U = Uncertainty & scenarios,U,F,C,EUFC
SCN1.CL.ME.DE.RG,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,cliffs,CL,meso,ME,decadal,DE,regional,RG,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,8,2,4,4,regional,Uncertainty & scenarios,cliffs,RUFC,,,1,R,U,F,C,F,RUFC,RUFC,F = Sea-level rise and climate scenario stress-testing,C = cliffs,R = regional,U = Uncertainty & scenarios,U,F,C,RUFC
SCN1.CL.MA.DE.SU,SCN1,Sea-level rise and climate scenario,Uncertainty & scenarios,Scenario analysis,cross-cutting,cliffs,CL,macro,MA,decadal,DE,subregional,SU,scenario / projection workflow,stress-test scenarios / future forcing envelopes,SLR / climate change / future risk,any,any,projection,4,2,8,3,4,3,subregional,Uncertainty & scenarios,cliffs,EUFC,,,1,E,U,F,C,F,EUFC,EUFC,F = Sea-level rise and climate scenario stress-testing,C = cliffs,E = subregional / embayment,U = Uncertainty & scenarios,U,F,C,EUFC
